motion,proximity,noise,label
-0.07335174076112909,1.3325761938520075,-0.5873331992523567,0.0
-0.261147884938757,0.856404748257241,-0.2728754301925526,0.0
-0.02870076527898502,-0.011240087491034252,-0.6568081435560468,0.0
0.2301831753251695,-0.719964929972785,-0.36972824577030544,0.0
-0.2895072696757479,0.6293029733488085,-1.3093530901355819,0.0
-0.2895024140862992,0.32363444505434896,-0.060843307806255804,0.0
0.24679939752586663,0.8268743809157932,-0.18652235280360932,0.0
0.0067144095374876344,0.5660589164858041,-0.6714263045605434,0.0
-0.35910392804807467,0.981705254886811,0.20341848573738192,0.0
-0.059792727192062925,-0.6079222527309944,0.3683477378514234,0.0
-0.35731264897808596,1.2503645315740384,-1.139843004333418,0.0
-0.35799644555820354,0.12715047384464023,-0.6392114239891399,0.0
-0.1486951177565012,2.010545690875972,-0.6430143423058318,0.0
-0.7861123901829576,-0.7623449953939655,-0.7442035876763183,0.0
-0.7304038311353435,1.6702124855810379,0.30429272922207207,0.0
-0.38655360028036906,0.12746260288385305,-0.3020940032266475,0.0
-0.519802765876443,-0.724459840523133,-0.34398264807425405,0.0
-0.127316666797225,-0.5564160659418987,-1.374683566973854,0.0
-0.48880587335366316,-0.39237813073744576,0.18929872629556496,0.0
-0.6379475783854612,0.35440869746756404,-0.9215952660171698,0.0
0.21321260426452893,0.4533795533685069,-0.15172187059964312,0.0
-0.28702973326360876,-0.6465045078086658,-0.02286892731402298,0.0
-0.20028434091386035,-0.09548152058438776,0.6190610983872039,0.0
-0.6416280596065216,2.0777598085436537,-0.9628162530626264,0.0
-0.381258218577681,1.6617661378244024,-1.976536364870878,0.0
-0.18745036500112933,0.3666035476526041,-0.07829130199080055,0.0
-0.5606645881009759,-0.03293302283595059,0.8797085298020035,0.0
-0.10914250393392823,0.04934532004782019,0.5469369719939661,0.0
-0.39789603253550265,0.5443389616812465,-0.06299691319881875,0.0
-0.3065249503568709,-1.0969684952840408,-0.478570000621901,0.0
-0.398211872688644,-0.329215061600169,0.2910472567339539,0.0
0.32755902498906797,-1.7447321038846682,-0.7641397833914763,0.0
-0.22424777325756812,0.3293897039780939,0.09504294655939453,0.0
-0.533076058781153,0.5781197734806208,0.11229433912500306,0.0
